id;genres;keywords;original_title;runtime;vote_average;vote_count;director
2959;Comedy;new love ten commandments bride bridegroom marriage;License to Wed;91.0;5.2;253;Ken Kwapis
9957;Comedy;baseball pizza sport paperboy team;The Benchwarmers;80.0;5.2;242;Dennis Dugan
11648;Comedy Romance;sister sister relationship make a match single children teacher;Must Love Dogs;98.0;5.8;140;Gary David Goldberg
9366;Crime Drama Thriller;undercover colombia mafia mobster dirty cop;Donnie Brasco;127.0;7.4;1147;Mike Newell
1576;Horror Action Science_Fiction;undercover mutant dystopia conspiracy zombie;Resident Evil;100.0;6.4;2065;Paul W.S. Anderson
609;Horror;medium ghostbuster poltergeist haunted house dying and death;Poltergeist;114.0;7.0;794;Tobe Hooper
5516;Comedy Crime Thriller;church choir hiding place garbage duringcreditsstinger;The Ladykillers;104.0;6.0;415;Joel Coen
13051;Action;assassin based on video game aftercreditsstinger;Max Payne;100.0;5.2;613;John Moore
49530;Action Thriller Science_Fiction;bank future time dystopia race against time;In Time;109.0;6.7;3417;Andrew Niccol
34806;Comedy Romance;kiss sperm bank romantic comedy male female relationship doctor;The Back-Up Plan;106.0;5.7;458;Alan Poul
49022;Comedy Drama Romance;new york alcohol based on novel secret cheating;Something Borrowed;112.0;5.9;296;Luke Greenfield
11469;Adventure Comedy Fantasy;england black people medallion castle time travel;Black Knight;95.0;5.1;287;Gil Junger
23479;Comedy Family;baseball sport little league;The Bad News Bears;102.0;6.9;97;Michael Ritchie
11667;Action Adventure Thriller;dictator martial arts hostage liberation of hostage hostage-taking;Street Fighter;102.0;4.1;325;Steven E. de Souza
423;Drama War;individual resistance radio station war crimes loss of family;The Pianist;150.0;8.0;1864;Roman Polanski
2447;Drama History;jesus christ bible three kings archangel gabriel christian;The Nativity Story;101.0;6.4;35;Catherine Hardwicke
10066;Horror;american football traffic jam remake murder suspense;House of Wax;113.0;5.5;677;Jaume Collet-Serra
2288;Drama Romance;father son relationship love at first sight photographer loss of lover cheating;Closer;104.0;6.7;811;Mike Nichols
88794;Drama Crime History;biography historical figure fbi director;J. Edgar;137.0;6.0;741;Clint Eastwood
13515;Horror Mystery Thriller;schizophrenia night watchman subway hallucination alcoholism;Mirrors;110.0;6.0;485;Alexandre Aja
11979;Drama Fantasy Horror;queen rock star secret society vampire light;Queen of the Damned;101.0;5.4;239;Michael Rymer
169;Science_Fiction Action Thriller;predator war on drugs extraterrestrial technology los angeles invisible;Predator 2;108.0;5.9;730;Stephen Hopkins
11622;Comedy Romance;isolation atomic bomb bunker shelter;Blast from the Past;112.0;6.3;245;Hugh Wilson
3604;Science_Fiction;emperor solar eclipse prince tv duel fighter;Flash Gordon;111.0;6.1;233;Mike Hodges
9541;Comedy Romance;yuppie daughter loss of wife;Jersey Girl;102.0;5.8;325;Kevin Smith
94348;Action Thriller Crime Mystery;ex military;Alex Cross;101.0;5.1;300;Rob Cohen
8197;Crime Drama Mystery Thriller;drag queen voodoo savannah;Midnight in the Garden of Good and Evil;155.0;6.3;157;Clint Eastwood
336004;Crime Action Thriller;casino robbery bus hijacking heist;Heist;93.0;5.6;318;Scott Mann
35019;Comedy Fantasy;nanny fantasy children aftercreditsstinger duringcreditsstinger;Nanny McPhee and the Big Bang;109.0;6.0;436;Susanna White
10410;Crime History;policy and organisations power trade union gangster;Hoffa;140.0;6.1;81;Danny DeVito
8836;Drama Mystery Science_Fiction Thriller;extraterrestrial technology fbi alien fbi agent duringcreditsstinger;The X Files: I Want to Believe;104.0;5.5;523;Chris Carter
14442;Family Fantasy Comedy;elves based on novel magic fairy prince;Ella Enchanted;96.0;5.9;437;Tommy O'Haver
321741;Drama;american football concussion biography professional sports brain damage;Concussion;123.0;7.0;823;Peter Landesman
59965;Thriller Action Mystery;cia airport hero fight kidnapping;Abduction;106.0;5.6;961;John Singleton
14175;Animation Family Adventure;animation animal 3d;Valiant;76.0;5.2;235;Gary Chapman
11004;Comedy Drama;adultery robbery based on novel professor college;Wonder Boys;111.0;6.9;161;Curtis Hanson
11918;Action Comedy Science_Fiction;anti hero high school dragonfly superhero radioactive;Superhero Movie;85.0;4.9;379;Craig Mazin
98357;Thriller Crime Drama;mayor investigation politics ex-cop revenge;Broken City;109.0;5.7;593;Allen Hughes
10012;Horror Comedy;brother sister relationship bite transformation supernatural powers werewolf;Cursed;97.0;5.1;167;Wes Craven
49526;Crime Action Thriller;new york dirty cop bicycle courier duringcreditsstinger race against the clock;Premium Rush;91.0;6.2;832;David Koepp
268920;Action Comedy Crime;texas prisoner cop drug cartel on the run;Hot Pursuit;87.0;5.4;647;Anne Fletcher
9093;War Adventure Drama Romance;islam sex loyalty bravery army;The Four Feathers;132.0;6.5;159;Shekhar Kapur
119283;Action Crime;professional thief jewel robbery;Parker;118.0;5.7;1455;Taylor Hackford
11823;Comedy Romance;tennis new love tennis player australia wimbledon;Wimbledon;98.0;6.0;293;Richard Loncraine
35169;Comedy;bear animal aftercreditsstinger duringcreditsstinger real estate;Furry Vengeance;92.0;4.6;149;Roger Kumble
118957;Action Horror Thriller;drowning supermarket shark attack australian flooding;Bait;93.0;5.3;191;Kimble Rendall
849;Fantasy Action Adventure;kingdom lightsaber cult favorite dead body magical object;Krull;117.0;5.8;129;Peter Yates
18886;Action Adventure Drama Thriller;bomber vietnam war u.s. navy aviation combat;Flight of the Intruder;115.0;5.7;31;John Milius
6575;Comedy Music;music record rock and roll pop hip-hop fab four;Walk Hard: The Dewey Cox Story;96.0;6.6;212;Jake Kasdan
6440;Drama Romance;sex adultery based on novel fishing isolation;The Shipping News;111.0;6.4;108;Lasse Hallstr\u00f6m
13496;Action Western;sheriff horse outlaw jesse james cole younger;American Outlaws;94.0;5.7;55;Les Mayfield
18320;Drama History Romance;royal family biography royalty period drama queen victoria;The Young Victoria;105.0;7.0;322;Jean-Marc Vall\u00e9e
22787;Action Crime Mystery Thriller;airplane based on comic book corpse stich;Whiteout;101.0;5.3;220;Dominic Sena
8967;Drama Fantasy;philosophy father son relationship red hair brother sister relationship sun;The Tree of Life;139.0;6.5;987;Terrence Malick
37498;Action Adventure Thriller;parking garage freighter fundraiser;Knock Off;91.0;4.7;64;Tsui Hark
144336;Action Drama Thriller Crime;drug cartel dea;Sabotage;110.0;5.5;555;David Ayer
9616;Drama Fantasy Horror Mystery Romance;riddle rome vatican secret organization investigation;The Order;102.0;4.8;91;Brian Helgeland
13056;Action Crime;broken neck fbi agent wall safe trashed house aerial shot;Punisher: War Zone;102.0;5.6;294;Lexi Alexander
14113;Family Fantasy Comedy;superhero kids and family;Zoom;83.0;4.9;135;Peter Hewitt
285783;Adventure Drama Thriller;1970s skyscraper based on true story tightrope planning;The Walk;123.0;6.9;1121;Robert Zemeckis
49478;Fantasy Family Action;american football mythology chinese food kangaroo;Warriors of Virtue;103.0;4.7;9;Ronny Yu
9726;Comedy Drama Romance;provence wine cellar vineyard wine garden wine;A Good Year;118.0;6.5;357;Ridley Scott
20763;Drama;step father physical abuse abuse;Radio Flyer;114.0;6.6;53;Richard Donner
9702;Action Crime Drama Thriller;juvenile prison artist jail east l.a. hood;Bound by Honor;180.0;7.7;115;Taylor Hackford
9311;Action Crime Drama Mystery Thriller;copenhagen inuit comet arctic snow;Smilla's Sense of Snow;121.0;6.6;60;Bille August
9280;Thriller Crime Romance;paris france new identity paparazzi cannes;Femme Fatale;114.0;6.2;142;Brian De Palma
26843;Action History War;italy middle east resistance world war ii libya;Lion of the Desert;173.0;7.4;34;Moustapha Akkad
11876;War Adventure Drama Romance;italian new love provence horse exile;Le Hussard sur le toit;135.0;6.7;25;Jean-Paul Rappeneau
22267;Drama War Romance Western;civil war friends bush whacker raid;Ride with the Devil;138.0;6.6;49;Ang Lee
45958;Drama;immigrant illegal immigrant chinese single father;Biutiful;148.0;7.0;291;Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
1969;Action Comedy Western Crime;mexico bank robber revenge best friend bank robbery;Bandidas;93.0;5.8;307;Joachim R\u00f8nning
310706;Drama Crime;;Black Water Transit;100.0;0.0;0;Tony Kaye
198663;Action Mystery Science_Fiction Thriller;based on novel maze post-apocalyptic dystopia escape;The Maze Runner;113.0;7.0;5371;Wes Ball
239573;Comedy;europe business trip;Unfinished Business;91.0;5.0;320;Ken Scott
10436;Drama Romance;upper class new york lover countess lawyer;The Age of Innocence;139.0;7.0;169;Martin Scorsese
1381;Drama Adventure Science_Fiction Romance;brain tumor operation queen love of one's life surgeon;The Fountain;96.0;6.8;827;Darren Aronofsky
2162;Action Comedy Thriller;;Chill Factor;101.0;5.3;29;Hugh Johnson
127493;Action Crime Drama Thriller;taxi driver thief fbi agent;Stolen;96.0;5.1;344;Simon West
12429;Animation Family;mother fish cliff father mermaid;崖の上のポニョ;100.0;7.5;926;Hayao Miyazaki
228205;Drama Romance;based on novel art student cowboy injury bull riding;The Longest Ride;128.0;7.3;1064;George Tillman, Jr.
2900;Drama Science_Fiction Thriller;wife husband relationship space travel space mission pregnancy;The Astronaut's Wife;109.0;5.4;254;Rand Ravich
21311;Romance Drama Adventure;africa;I Dreamed of Africa;114.0;5.3;18;Hugh Hudson
77875;Comedy Romance;mother father son relationship field athlete soccer;Playing for Keeps;106.0;5.4;240;Gabriele Muccino
192136;Drama History;prison south africa apartheid biography nelson mandela;Mandela: Long Walk to Freedom;141.0;6.5;224;Justin Chadwick
18254;Drama History;journalist russian revolution 1917;Reds;195.0;7.1;67;Warren Beatty
881;Drama;suicide underdog suspicion of murder court case navy;A Few Good Men;138.0;7.1;877;Rob Reiner
10877;Action Crime Thriller;corruption scandal shadowing police;Exit Wounds;101.0;5.3;110;Andrzej Bartkowiak
9600;Crime Comedy;\u7edd\u5730\u5976\u9738 \u5367\u5e95\u80a5\u5988 big\u7206\u4efb\u52a1 \u8d85\u7ea7\u5988\u5988;Big Momma's House;98.0;5.6;506;Raja Gosnell
202575;Family Fantasy Animation Adventure;magic 3d;The House of Magic;85.0;6.3;121;Ben Stassen
71469;Horror Action Thriller Science_Fiction;alien invasion american abroad moscow unlikely heroes failed business;The Darkest Hour;89.0;4.8;469;Chris Gorak
85446;Music Drama Romance;flash mob dance instructor real estate development nike dance company;Step Up Revolution;99.0;6.7;663;Scott Speer
326;Action Crime Horror Thriller;snake suspense fbi agent death animal attack;Snakes on a Plane;105.0;5.1;497;David R. Ellis
10685;Mystery Thriller;chicago fbi menace covered investigation state of emergency;The Watcher;96.0;4.9;110;Joe Charbanic
7220;Action Crime Drama;chain submachine gun undercover smuggling twin brother;The Punisher;124.0;6.1;766;Jonathan Hensleigh
9763;Drama;restaurant sport coach athlete newcastle united;Goal!: The Dream Begins;118.0;6.6;238;Danny Cannon
72387;Action Crime Thriller;broken trachea;Safe;94.0;6.3;799;Boaz Yakin
12596;Comedy Drama;competition airport air controller adversary;Pushing Tin;124.0;5.7;116;Mike Newell
1892;Adventure Action Science_Fiction;rebel brother sister relationship emperor space battle matter of life and death;Return of the Jedi;135.0;7.9;4665;Richard Marquand
13460;Action Thriller Science_Fiction;dystopia quarantine futuristic sword fight lethal virus;Doomsday;108.0;5.8;363;Neil Marshall
8055;Drama Romance;germany war crimes trial female prisoner teenager;The Reader;124.0;7.2;813;Stephen Daldry
50647;Comedy;hippie commune nudism nude protest aftercreditsstinger;Wanderlust;98.0;5.3;394;David Wain
10719;Comedy Family Fantasy;holiday elves santa claus looking for  birth parents romance;Elf;97.0;6.4;987;Jon Favreau
9294;Drama Fantasy Romance Science_Fiction;brain tumor telekinesis genius terminal illness doctor;Phenomenon;123.0;6.2;323;Jon Turteltaub
11888;Adventure Comedy Family;adoption log cabin alaska sled dogs;Snow Dogs;99.0;5.3;185;Brian Levant
9647;Fantasy Comedy Drama;holiday tv ratings comedy scrooge christmas carol;Scrooged;101.0;6.7;390;Richard Donner
9353;Comedy Family;nun sport orphanage ordensbruder ringer;Nacho Libre;92.0;5.6;359;Jared Hess
55721;Comedy Romance;competition jealousy fight materialism bridesmaid;Bridesmaids;125.0;6.5;1661;Paul Feig
109414;Action Comedy;rape monster panic friendship celebrity;This Is the End;107.0;6.3;2359;Seth Rogen
10307;Horror;vatican miracle christian faith clergyman;Stigmata;103.0;6.0;242;Rupert Wainwright
11978;Drama;diving u.s. navy;Men of Honor;129.0;7.0;544;George Tillman, Jr.
22907;Action Crime Drama Thriller;heist;Takers;107.0;6.0;394;John Luessenhop
87567;Comedy;adoption marriage divorce birth mother;The Big Wedding;90.0;5.7;414;Justin Zackham
38322;Crime Comedy Action;undercover fbi sequel comedy disguise;Big Mommas: Like Father, Like Son;107.0;5.3;313;John Whitesell
45612;Thriller Science_Fiction Mystery;bomb identity fantasy bomber suspicion;Source Code;93.0;7.1;2699;Duncan Jones
7305;Action Adventure Drama Thriller;rugby stranded survival plane wreck airplane crash;Alive;120.0;6.7;374;Frank Marshall
3594;Thriller Drama Mystery;suicide based on novel hotel room obsession sadomasochism;The Number 23;101.0;6.3;1018;Joel Schumacher
157841;Adventure Drama Family;train cartographer;The Young and Prodigious T.S. Spivet;105.0;6.7;232;Jean-Pierre Jeunet
11519;Action Comedy;submarine california world war ii war ship pearl harbor;1941;113.0;5.6;143;Steven Spielberg
12920;Drama Family;horse race horse kentucky sport based on true story;Dreamer: Inspired By a True Story;106.0;6.3;67;John Gatins
59;Drama Thriller Crime;robbery double life dual identity small town indiana;A History of Violence;96.0;6.9;832;David Cronenberg
9335;Action Thriller Crime;martial arts war on drugs kidnapping bodyguard baby-snatching;Transporter 2;87.0;6.2;1061;Louis Leterrier
12106;Action Western;gunslinger revenge prairie shootout pistol;The Quick and the Dead;107.0;6.3;427;Sam Raimi
11141;Action Comedy Romance Thriller;irland rock star court case rivalry falling in love;Laws of Attraction;90.0;5.6;104;Peter Howitt
8649;Drama;new york coma ambulance night life drug addiction;Bringing Out the Dead;121.0;6.6;225;Martin Scorsese
31867;Action Science_Fiction Thriller Crime;dystopia evil corporation repo man aftercreditsstinger;Repo Men;111.0;6.2;620;Miguel Sapochnik
10253;Fantasy Drama Horror Action Thriller;giant snake korea building dagger south korea;디워;90.0;4.0;104;Shim Hyung-Rae
3587;Fantasy Comedy Family;circus magic aunt imaginary friend;Bogus;110.0;5.4;44;Norman Jewison
124459;Comedy;magic las vegas;The Incredible Burt Wonderstone;100.0;5.3;724;Don Scardino
24662;Animation Comedy Family Music;dance musical furry talking animal anthropomorphism;Cats Don't Dance;75.0;7.1;24;Mark Dindal
32274;Drama;;Cradle Will Rock;132.0;7.2;18;Tim Robbins
182;War Crime Drama Mystery Romance;berlin corruption nazi background love of one's life chauffeur;The Good German;108.0;5.9;86;Steven Soderbergh
5494;Adventure;swordplay hero sword dragon;George and the Dragon;93.0;5.0;13;Tom Reeve
28;Drama War;guerrilla river vietnam vietcong cambodia;Apocalypse Now;153.0;8.0;2055;Francis Ford Coppola
38073;Comedy Drama Romance;male nudity sex san francisco waitress newspaper;Going the Distance;102.0;6.0;262;Nanette Burstein
2054;Music Drama Family;composer mentor deaf-mute musical apprentice;Mr. Holland's Opus;137.0;6.9;113;Stephen Herek
302156;Action;cia memory convict implant;Criminal;113.0;5.7;557;Ariel Vromen
606;Drama;dancing train station denmark fire cemetery;Out of Africa;161.0;7.0;279;Sydney Pollack
87502;Drama;confession airplane f word hangover airplane crash;Flight;138.0;6.5;2415;Robert Zemeckis
698;Action Adventure Thriller Science_Fiction;venice mass murder space marine space suit marcus square;Moonraker;126.0;5.9;541;Lewis Gilbert
